company_id,type,rule_id,text,confidence_pct
INDUSINDBK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
INDUSINDBK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
INFY,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
INFY,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
INFY,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
INFY,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
IOC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IOC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
IOC,pro,P8,Consistent dividend payout backed by positive free cash flow,65
IOC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
IOC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IOC,con,FALLBACK,Debt-to-equity of 0.72 in the latest year is the most notable available watch-point for this company,61
IRCTC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
IRCTC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
IRCTC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
IRCTC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IRCTC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
IRCTC,pro,P8,Consistent dividend payout backed by positive free cash flow,65
IRCTC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
IRCTC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IRCTC,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
IRFC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
IRFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
IRFC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
IRFC,pro,P8,Consistent dividend payout backed by positive free cash flow,65
IRFC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
IRFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
IRFC,con,C1,Debt-to-equity ratio of 8.38 is elevated for a non-financial company and warrants monitoring,85
IRFC,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
IRFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
IRFC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
ITC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
ITC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ITC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
ITC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
ITC,pro,P8,Consistent dividend payout backed by positive free cash flow,65
ITC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ITC,con,FALLBACK,Debt-to-equity of 0.00 in the latest year is the most notable available watch-point for this company,61
JINDALSTEL,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
JINDALSTEL,pro,FALLBACK,Return on equity of 13.4% in the latest year is the best available signal of business quality for this company,61
JIOFIN,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
JIOFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
JIOFIN,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
JIOFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
JSWENERGY,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
JSWENERGY,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
JSWENERGY,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
JSWENERGY,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
JSWENERGY,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
JSWENERGY,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
JSWENERGY,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
JSWENERGY,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
JSWSTEEL,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
JSWSTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
KOTAKBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
KOTAKBANK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
KOTAKBANK,pro,P8,Consistent dividend payout backed by positive free cash flow,65
KOTAKBANK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
KOTAKBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
KOTAKBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
KOTAKBANK,con,C1,Debt-to-equity ratio of 4.00 is elevated for a non-financial company and warrants monitoring,85
KOTAKBANK,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
KOTAKBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
KOTAKBANK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
LICI,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LICI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
LICI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
LICI,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
LICI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
LICI,pro,P8,Consistent dividend payout backed by positive free cash flow,65
LICI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LICI,con,FALLBACK,Insufficient multi-year ratio history to assess risk trend; this itself is a data-coverage limitation worth flagging to an analyst,61
LODHA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
LODHA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
LODHA,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
LT,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LT,pro,P8,Consistent dividend payout backed by positive free cash flow,65
LT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
LT,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
LT,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
LTIM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LTIM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
LTIM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
LTIM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
LTIM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
LTIM,pro,P8,Consistent dividend payout backed by positive free cash flow,65
LTIM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
LTIM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
M&M,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
M&M,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
M&M,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
MARUTI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
MARUTI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
MARUTI,pro,P8,Consistent dividend payout backed by positive free cash flow,65
MARUTI,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MARUTI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
MARUTI,con,FALLBACK,Debt-to-equity of 0.00 in the latest year is the most notable available watch-point for this company,61
MOTHERSON,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
MOTHERSON,pro,P8,Consistent dividend payout backed by positive free cash flow,65
MOTHERSON,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MOTHERSON,con,FALLBACK,Debt-to-equity of 0.76 in the latest year is the most notable available watch-point for this company,61
NAUKRI,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
NAUKRI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NAUKRI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
NAUKRI,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NAUKRI,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NESTLEIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
NESTLEIND,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
NESTLEIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
NESTLEIND,pro,P8,Consistent dividend payout backed by positive free cash flow,65
NESTLEIND,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
NESTLEIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NESTLEIND,con,FALLBACK,Debt-to-equity of 0.10 in the latest year is the most notable available watch-point for this company,61
NHPC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
NHPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NHPC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
NHPC,pro,P8,Consistent dividend payout backed by positive free cash flow,65
NHPC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NHPC,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NHPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
NHPC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,70
NHPC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NTPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NTPC,pro,P8,Consistent dividend payout backed by positive free cash flow,65
NTPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
ONGC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ONGC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
ONGC,pro,P8,Consistent dividend payout backed by positive free cash flow,65
ONGC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
ONGC,con,FALLBACK,Debt-to-equity of 0.45 in the latest year is the most notable available watch-point for this company,61
PFC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
PFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PFC,con,C1,Debt-to-equity ratio of 8.52 is elevated for a non-financial company and warrants monitoring,85
PFC,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
PFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
PFC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
PIDILITIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
PIDILITIND,pro,P8,Consistent dividend payout backed by positive free cash flow,65
PIDILITIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
PIDILITIND,con,FALLBACK,Debt-to-equity of 0.05 in the latest year is the most notable available watch-point for this company,61
PNB,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
PNB,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
PNB,con,C1,Debt-to-equity ratio of 3.68 is elevated for a non-financial company and warrants monitoring,85
PNB,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
POWERGRID,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
POWERGRID,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
POWERGRID,pro,P8,Consistent dividend payout backed by positive free cash flow,65
POWERGRID,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
POWERGRID,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
POWERGRID,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
RECLTD,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
RECLTD,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
RECLTD,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RECLTD,con,C1,Debt-to-equity ratio of 6.42 is elevated for a non-financial company and warrants monitoring,85
RECLTD,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
RECLTD,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
RELIANCE,pro,P8,Consistent dividend payout backed by positive free cash flow,65
RELIANCE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
RELIANCE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SBILIFE,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
SBILIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
SBILIFE,con,FALLBACK,Insufficient multi-year ratio history to assess risk trend; this itself is a data-coverage limitation worth flagging to an analyst,61
SBIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SBIN,pro,FALLBACK,"Company remained profitable in the latest reported year, the best available signal given limited ratio history",61
SHREECEM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
SHREECEM,pro,P8,Consistent dividend payout backed by positive free cash flow,65
SHREECEM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHREECEM,con,FALLBACK,Debt-to-equity of 0.08 in the latest year is the most notable available watch-point for this company,61
SHRIRAMFIN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
SHRIRAMFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SHRIRAMFIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
SHRIRAMFIN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SHRIRAMFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHRIRAMFIN,con,C1,Debt-to-equity ratio of 3.99 is elevated for a non-financial company and warrants monitoring,85
SHRIRAMFIN,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
SHRIRAMFIN,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
SHRIRAMFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
SIEMENS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
SIEMENS,pro,P8,Consistent dividend payout backed by positive free cash flow,65
SIEMENS,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
SIEMENS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
SIEMENS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SIEMENS,con,FALLBACK,Debt-to-equity of 0.02 in the latest year is the most notable available watch-point for this company,61
SUNPHARMA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SUNPHARMA,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
SUNPHARMA,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
SUNPHARMA,pro,P8,Consistent dividend payout backed by positive free cash flow,65
SUNPHARMA,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
SUNPHARMA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SUNPHARMA,con,FALLBACK,Debt-to-equity of 0.05 in the latest year is the most notable available watch-point for this company,61
TATACONSUM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TATACONSUM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TATACONSUM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TATACONSUM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
TATACONSUM,pro,P8,Consistent dividend payout backed by positive free cash flow,65
TATACONSUM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TATACONSUM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TATAMOTORS,pro,P8,Consistent dividend payout backed by positive free cash flow,65
TATAMOTORS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TATAMOTORS,con,FALLBACK,Debt-to-equity of 1.26 in the latest year is the most notable available watch-point for this company,61
TATAPOWER,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TATAPOWER,pro,P8,Consistent dividend payout backed by positive free cash flow,65
TATAPOWER,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TATAPOWER,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
TATASTEEL,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TATASTEEL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
TATASTEEL,con,C4,Company reported a net loss in the most recent financial year,95
TATASTEEL,con,C5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80
TATASTEEL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TATASTEEL,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
TATASTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
TATASTEEL,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TCS,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TCS,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TCS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TCS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
TCS,pro,P8,Consistent dividend payout backed by positive free cash flow,65
TCS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TCS,con,FALLBACK,Debt-to-equity of 0.09 in the latest year is the most notable available watch-point for this company,61
TECHM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TECHM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80
TECHM,pro,P8,Consistent dividend payout backed by positive free cash flow,65
TECHM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
TECHM,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",80
TECHM,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
TITAN,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TITAN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TITAN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TITAN,pro,P8,Consistent dividend payout backed by positive free cash flow,65
TITAN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TITAN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TITAN,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
TORNTPHARM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TORNTPHARM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TORNTPHARM,pro,P8,Consistent dividend payout backed by positive free cash flow,65
TORNTPHARM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TORNTPHARM,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TORNTPHARM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TORNTPHARM,con,FALLBACK,Debt-to-equity of 0.59 in the latest year is the most notable available watch-point for this company,61
TRENT,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
TRENT,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,85
TRENT,pro,P8,Consistent dividend payout backed by positive free cash flow,65
TRENT,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TRENT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TRENT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TRENT,con,FALLBACK,Debt-to-equity of 0.43 in the latest year is the most notable available watch-point for this company,61
TVSMOTOR,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TVSMOTOR,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
TVSMOTOR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TVSMOTOR,con,C1,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,85
TVSMOTOR,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
TVSMOTOR,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70
